job_title,experience,salary,location,job_description,tech_stack
Data Scientist,1-6 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['Data analysis', 'MIS', 'quality', 'Analysis', 'Data']"
Data Scientist,3-5 Yrs ,Not disclosed ,,"Requirements: MSc / PhD in Computer Science, Statistics, Engineering or related field E...","['Computer science', 'SAN', 'Statistical modeling', 'French', 'Analytical', 'Machine learning', 'Cook', 'data visualization']"
Data Scientist,4-8 Yrs ,Not disclosed ,,"Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc (depe...","['Graphics', 'Administration', 'Sales operations', 'Strategic planning', 'PHP', 'Entrepreneur', 'Business strategy', 'Budgeting']"
Associate Vice President - Data Science,11-14 Yrs ,Not disclosed ,,Adapting and enhancing machine learning techniques based on physical intuition abo...,"['Cloud computing', 'Data analysis', 'SAS', 'Data modeling', 'PHP', 'Perl', 'Apache', 'Data mining']"
Senior Data Scientist,3-8 Yrs ,Not disclosed ,,Experience of handling various data types and structures structured and unstructured da...,"['Text mining', 'C++', 'Data analysis', 'Prototype', 'Neural networks', 'Artificial Intelligence', 'Machine learning', 'Programming']"
Data Scientist,3-7 Yrs ,Not disclosed ,,"Should be from a top institute (IITs, NITs, BITS, ISI, etc.) Must have used Python or R...","['data science', 'Machine learning', 'data visualization', 'Business case', 'Analytics', 'Financial services', 'SQL', 'Python']"
Data Scientist,5-7 Yrs ,Not disclosed ,,A drive to learn and master new technologies and techniquesThey must have strong experi...,"['Computer languages', 'Data analysis', 'Business objects', 'Machine learning', 'Predictive modeling', 'Data mining', 'Business solutions', 'SQL']"
Principal Engineer - Data Science,8-10 Yrs ,Not disclosed ,,"Requirements: . . Bachelors or Masters degree in Computer Science, Math, Physics, Engin...","['Cloud computing', 'Data analysis', 'SAS', 'Data modeling', 'PHP', 'Perl', 'Apache', 'Data mining']"
Sr . Data Scientist / Data Scientist,2-7 Yrs ,Not disclosed ,,We are looking for a Data Scientist/Data Analyst who has hands-on experience with dat...,"['SAN', 'Statistical analysis', 'French', 'big data analytics', 'OOPS', 'Machine learning', 'Data structures', 'Information technology']"
Data Scientist,6-11 Yrs ,Not disclosed ,,Requirements . . Must be proficient in Python programming . . . . 4 6 years of experien...,"['Linux', 'GCP', 'Machine learning', 'Conceptualization', 'HTML', 'Monitoring', 'Analytics', 'Python']"
Data Scientist / Visualizer,4-5 Yrs ,Not disclosed ,,Perform data analytics / visualization and share the same with the research. Desired Ca...,"['tableau', 'data science', 'Data analytics', 'data visualization', 'Research', 'Business intelligence', 'Advertising', 'Forecasting']"
Data Scientist,4-7 Yrs ,Not disclosed ,,At least 4+ Years of experience as a data scientist. Strong problem solving skills with...,"['Product management', 'Cloud computing', 'Software design', 'Prototype', 'Simulation', 'Contract management', 'Analytical', 'Machine learning']"
SME Data Scientist,6-10 Yrs ,Not disclosed ,,"Use predictive modelling to increase and optimize power generation, price, cost savi...","['Simulation', 'RF', 'Image processing', 'Coding', 'Project management', 'Debugging', 'Machine learning', 'Application development']"
Data Scientist,4-8 Yrs ,Not disclosed ,,Should have at- least 1 end- to- end ML project experience. Good SQL expertise Real- li...,"['Text mining', 'deep learning', 'Neural networks', 'spark', 'Machine learning', 'Forecasting', 'AWS', 'SQL']"
Natural Language Processing Engineer,1-7 Yrs ,Not disclosed ,,Proven experience as an NLP Engineer or similar roleExperience with machine learning fr...,"['software architecture', 'Software design', 'Statistical analysis', 'data science', 'Analytical', 'Machine learning', 'Data structures', 'Natural language processing']"
Data Scientist,3-8 Yrs ,Not disclosed ,,"3+ years of professional experience in data science, doing exploratory data analysis, t...","['Data Science', 'Machine Learning', 'Python', 'Predictive Modeling', 'Supervised Learning', 'Nlb', 'Regression', 'Unsupervised Learning']"
BI / Data Specialist - Power BI,4-8 Yrs ,Not disclosed ,,"Must have knowledge of other databases like MySQL, PostgreSQL, MongoDB etcShould be a M...","['Power BI', 'BI', 'SQL', 'MDX', 'Business Intelligence', 'PostgreSQL', 'Data Analysis', 'MongoDB']"
Data Scientist,4-8 Yrs ,Not disclosed ,,Experience in leading insights & analytics related engagements and partnering with team...,"['Data Science', 'NLP', 'Data Modeling', 'Machine Learning', 'Deep Learing', 'Python', 'SQL', 'Data']"
Data Scientist,5-7 Yrs ,Not disclosed ,,Candidates with the capability to work independently on Statistical & Machine Learning ...,"['data science', 'algorithms', 'python', 'Supply Chain Analytics', 'Data Scientist', 'time series', 'Tableau', 'machine learning']"
Data Scientist,4-5 Yrs ,Not disclosed ,,We are looking for Data Scientist with 2-5 years of experience in manipulating data set...,"['Python', 'Hive', 'Hadoop', 'MySQL', 'data scientist', 'Spark', 'Gurobi', 'machine learning']"
Data Scientist,3-6 Yrs ,Not disclosed ,,NITYO INFOTECH is looking for Data Scientist to join our dynamic team and embark on a...,"['Machine learning', 'Data collection', 'data visualization', 'Data', 'Machine', 'Collections']"
Data Scientist,3-7 Yrs ,Not disclosed ,,Data Scientist Use data to creatively solve business challenges and uncover transforma...,"['Computer science', 'advanced analytics', 'Focus', 'Machine learning', 'SCALA', 'Programming', 'Mathematics', 'Data mining']"
Machine Learning Engineer and Data Scientist,2-6 Yrs ,Not disclosed ,,"Bachelor s or Master s degree in Computer Science, Machine Learning, Artificial Intelli...","['Computer science', 'Cloud computing', 'Data analysis', 'data science', 'GCP', 'Artificial Intelligence', 'Machine learning', 'Natural language processing']"
Data Scientist,3-7 Yrs ,Not disclosed ,,. 3+ years of experience in ML engineering / Data ScienceExperience with Tensorflow / P...,"['SSP', 'deep learning', 'data science', 'Focus', 'Machine learning', 'Data processing', 'Online advertising', 'big data']"
Lead Data Scientist,6-10 Yrs ,Not disclosed ,,Experience with end-to-end model deployment and orchestration in production environment...,"['Product management', 'Computer vision', 'Cloud computing', 'Automation', 'Coding', 'GCP', 'Machine learning', 'Debugging']"
Lead Data Scientist,6-11 Yrs ,Not disclosed ,,"Applicants should have a Masters, PhD, or advanced training in applied mathematics, eng...","['C++', 'Data analysis', 'GCP', 'Machine learning', 'Healthcare', 'Data quality', 'Distribution system', 'SQL']"
Senior Data Scientist,5-10 Yrs ,Not disclosed ,,"Experience with libraries such as Pandas, Keras, Pytorch, Scikit-learn etc to build ML ...","['Prototype', 'formal verification', 'data science', 'Social media', 'Machine learning', 'Natural language processing', 'Open source', 'Python']"
Senior Data Scientist,3-5 Yrs ,Not disclosed ,,"Experience of 3-5 years should be fine, predominantly on AI/ML, Python, Pers...","['Product management', 'Computer vision', 'Automation', 'Data analysis', 'Coding', 'GCP', 'Machine learning', 'Debugging']"
Data Scientist,6-10 Yrs ,Not disclosed ,,Role & Responsibilities Job Role: Data ScientistYears of Experience: 6 - 10 YearsWork ...,"['Machine Learning', 'Pytorch', 'Language Models', 'Generative AI', 'Text Semantic', 'Natural Language Processing', 'Cloud', 'Transformers']"
Data Scientist,3-6 Yrs ,Not disclosed ,,Minimum 3 years of relevant experience in Software Development using python Should be r...,"['Performance tuning', 'Computer vision', 'deep learning', 'Automation', 'GIT', 'Neural networks', 'Javascript', 'Database']"
Data Scientist,2-9 Yrs ,Not disclosed ,,NITYO INFOTECH is looking for Data Scientist to join our dynamic team and embark on ...,"['Machine learning', 'Data collection', 'data visualization', 'Collections', 'Data', 'Machine']"
Data Scientist,9-16 Yrs ,Not disclosed ,,NITYO INFOTECH is looking for Data Scientist to join our dynamic team and embark on ...,"['Machine learning', 'Data collection', 'data visualization', 'Data', 'Machine', 'Collections']"
Data Scientist,0-2 Yrs ,Not disclosed ,,"Bachelor s degree (or equivalent) in statistics, applied mathematics, or related discip...","['C++', 'Operations research', 'Consulting', 'Video conferencing', 'Customer service', 'microsoft', 'Data mining', 'Business intelligence']"
EbizON|| Data Scientist,0-2 Yrs ,Not disclosed ,,"Bachelor s degree (or equivalent) in statistics, applied mathematics, or related discip...","['C++', 'Operations research', 'Consulting', 'Video conferencing', 'Customer service', 'microsoft', 'Data mining', 'Business intelligence']"
Data scientist,0-2 Yrs ,Not disclosed ,,Skills Required Experience of 6 months in any statistical / ML tools - academic project...,"['Javascript', 'Deployment', 'Analytics', 'Python', 'Data']"
Research Scientist - Bioinformatics,0-2 Yrs ,Not disclosed ,,"Experience in molecular biology and associated sequencing platforms, technologies, and ...","['Linux', 'data science', 'Pharma', 'Artificial Intelligence', 'Oncology', 'Perl', 'Molecular biology', 'JIRA']"
Data Scientist - Data and Analytics (DNA),0-5 Yrs ,Not disclosed ,,Bachelors or Master s degree in a quantitative discipline from a top academic program (...,"['SAS', 'Analytical', 'Consulting', 'Management consulting', 'Machine learning', 'Risk management', 'IT operations', 'Analytics']"
ANIMATOR 2D,0-4 Yrs ,Not disclosed ,,We are looking for a creative and passionate 2D Animator who has: A creative vibe a...,"['Graphics', 'Data analysis', 'Illustrator', 'Project management', 'Debugging', 'Animation', 'Photoshop', 'Adobe']"
Deep Learning Engineer,0-3 Yrs ,Not disclosed ,,Required Skills : . . . . Professional experience in computer vision and machine learni...,"['Computer vision', 'Automation', 'Image processing', 'Renewable energy', 'Artificial Intelligence', 'Machine learning', 'Application development', 'Analytics']"
Data scientist,0-1 Yrs ,Not disclosed ,,"Master s Degree in Computer Science, Statistics, Applied Math or related field . 0-1 ye...","['Computer science', 'Data analysis', 'SAS', 'Machine learning', 'Data structures', 'Data processing', 'Predictive modeling', 'Pattern recognition']"
Data scientist _MNC_Immediate Joiner,2-6 Yrs ,20-30 Lacs PA ,,ition : Data scientist / Lead Data ScientistPriority : HighExperience : 3-6 YearsSalary...,"['Machine Learning', 'Statistics', 'sql', 'Data Analysis', 'Python', 'Automation', 'Query', 'simulation']"
Sr. Data Scientist || HYD || WFO,4-6 Yrs ,Not disclosed ,,"Experience with building predictive statistical, behavioral or other models via supervi...","['NLP', 'Machine Learning', 'Deep Learning', 'SR', 'Machine', 'Wfo', 'Natural language processing', 'Data']"
Data Scientist - Consumer,3-7 Yrs ,Not disclosed ,,to technical and non-technical audiences . A problem solver with a deep analytical mind...,"['data science', 'Analytical', 'Machine learning', 'Business case', 'SQL', 'Python', 'Analytics', 'Consumer']"
Data Scientist,4-9 Yrs ,Not disclosed ,,"Youll be Responsible for? Ability to design, develop and implement AI/ML algorithms A...","['Data Science', 'Natural Language Processing', 'Deep Learning', 'Predictive Modeling', 'Neural Networks', 'Computer Vision', 'Computer', 'Languages']"
Hiring For Data Scientist || Hyderabad,4-9 Yrs ,11-18 Lacs PA ,,Experience : 4 to 8 Years. Loc Hyderabad. Np 2 Months,"['Data Science', 'Text analytics', 'Data classification', 'Regression', 'prediction', 'Machine Learning', 'Analytics', 'Science']"
Urgent opening For Data Science -Techblocks _Hyderabad and Ahmedabad,5-9 Yrs ,Not disclosed ,,Experience in computer vision or natural language processing is a plus. . Other. Abilit...,"['Data Science', 'Machine Learning', 'Python', 'SQL', 'R', 'Big query', 'Data Analysis', 'Bigquery']"
Hiring For Data Scientist || Hyderabad Location,4-8 Yrs ,9-16 Lacs PA ,,Please check for experience 4+ years in below skill areas,"['Data Science', 'Text analytics', 'Data classification', 'python', 'tableau', 'Regression', 'prediction', 'power BI']"
Data Scientist | Leading IT Co. | Hyderabad,0-5 Yrs ,Not disclosed ,,"- Analyze raw data: assessing quality, cleansing, structuring for downstream processing...","['Machine Learning', 'Freshers', 'Data Science', 'Data Scientist', 'Java', 'C++', 'C', 'Insights']"
Senior Security Data Scientist,5-9 Yrs ,Not disclosed ,,Algorithm Development: Proven track record of designing and implementing complex algori...,"['SAN', 'Data analysis', 'Analytical', 'Machine learning', 'Agile', 'microsoft', 'Adobe', 'Python']"
Data Scientist,3-7 Yrs ,Not disclosed ,,We are seeking a data scientist who can analyze and interpret large data sets to provi...,"['Machine learning', 'Programming', 'data visualization', 'Python', 'Data', 'Program', 'Machine']"
Data Scientist,8-9 Yrs ,Not disclosed ,,Bachelor s degree in computer science or a related fieldMinimum 8 years of experience i...,"['Computer science', 'remediation', 'Root cause analysis', 'Data analysis', 'data science', 'Machine learning', 'Research', 'WiFi']"
Data Scientist,7-12 Yrs ,Not disclosed ,,. Must have at least 2 or 3 projects successful projects (into production with clear im...,"['SAS', 'Machine learning', 'Hypothesis Testing', 'Statistics', 'Python', 'Machine', 'Hypothesis', 'Software testing']"
Data Scientist,5-7 Yrs ,Not disclosed ,,. Proficiency in programming languages such as Python or R . Ability to work independen...,"['SAN', 'Data analysis', 'Data modeling', 'Analytical', 'Data quality', 'CRM', 'Python', 'Analysis']"
Power BI Data Analytics & Data Scientist,1-6 Yrs ,Not disclosed ,,"Develop various Analytics related to Supply Chain Cost, Cash, Quality, Speed, Capacit...","['Supply chain', 'Purchase', 'Usage', 'Focus', 'Strategic planning', 'power bi', 'Data analytics', 'Continuous improvement']"
Power BI Data Analytics & Data Scientist,4-7 Yrs ,Not disclosed ,,Highlight Top / Key Responsibilities for this position Develop various Analytics re...,"['Supply chain', 'Purchase', 'Usage', 'Focus', 'Strategic planning', 'power bi', 'Data analytics', 'Continuous improvement']"
Senior Data Scientist,2-7 Yrs ,20-35 Lacs PA ,,Experience Required 5+ Years,"['Data Science', 'Pyspark', 'Natural Language Processing', 'Data Engineer', 'Databricks', 'Machine Learning', 'Deep Learning', 'Data Bricks']"
Data  Scientist(Consultant),10-17 Yrs ,Not disclosed ,,"Role & responsibilities Responsibilities:Data Exploration:Gather, clean, preprocess, a...","['hive', 'python', 'data scientist', 'Data Analytics', 'powerbi', 'advance excel', 'Advanced Excel', 'Power Bi']"
Data Scientist,6-10 Yrs ,Not disclosed ,,Solving use cases with Transfer learning and Meta learning . Key Skills Required . Stro...,"['data cleansing', 'Telecom', 'Statistical analysis', 'GCP', 'Machine learning', 'Healthcare', 'data visualization', 'Data mining']"
Data Scientist,8-10 Yrs ,Not disclosed ,,Bachelor s degree in computer science or a related fieldMinimum 8 years of experience i...,"['remediation', 'Root cause analysis', 'Data analysis', 'data science', 'Machine learning', 'Research', 'WiFi', 'SQL']"
"Senior Data Scientist, Actimize",1-2 Yrs ,Not disclosed ,,"Skills and Experience Required: . PhD / MS in Statistics, CS, Applied Mathematics, Elec...","['MySQL', 'Machine learning', 'Anti money laundering', 'Algorithm development', 'Perl', 'Natural language processing', 'data visualization', 'Data mining']"
Operations Research Specialist,7-12 Yrs ,Not disclosed ,,"Bachelors degree in a quantitative field such as applied mathematics, computer science,...","['optimization', 'Cplex', 'Python', 'Linear Programming', 'Inventory Optimization', 'Linear Regression', 'Operations Research', 'ILOG']"
TransUnion is Hiring Data Scientists at various levels For Pune Centre,2-7 Yrs ,Not disclosed ,,The Data science and Analytics team at TransUnion Pune is growing and we are in the loo...,"['Data Science', 'R', 'Credit Risk Modelling', 'Model Development', 'Python', 'Modeling', 'Credit risk', 'Credit']"
Data Scientist,5-10 Yrs ,Not disclosed ,,"Must have . -Masters degree with 5+ years of relevant experience in data analytics, bus...","['Data Science', 'Project Management', 'Image Processing', 'Data Visualization', 'project', 'Analytics', 'SQL', 'Process']"
Dataiku Data Scientist,4-7 Yrs ,Not disclosed ,,A minimum of 5 years experience in Data Science . Strong knowledge and hands on experie...,"['hive', 'data science', 'Data modeling', 'spark', 'Machine learning', 'SCALA', 'Packaging', 'Data structures']"
Lead Data Scientist,7-9 Yrs ,Not disclosed ,,. Why to join J2TT: . Great work-life balance through permanent work from home arrangem...,"['data science', 'Database design', 'Machine learning', 'Manager Technology', 'HTML', 'Data quality', 'big data', 'SQL']"
Senior Data Scientist - Manufacturing Project,3-5 Yrs ,Not disclosed ,,The ideal candidate should have a solid and proven track record in building data-driven...,"['Data Science', 'pandas', 'python', 'data analytics', 'manufacturing', 'sklearn', 'plotly', 'numpy']"
Data Scientist,5-10 Yrs ,Not disclosed ,,Good analytical and problem-solving skills,"['Sentiment Analysis', 'Anomaly Detection', 'R', 'NLP', 'AWS', 'Tensorflow', 'Matplotlib', 'Scipy']"
Data Scientist,3-6 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['Machine learning', 'Data collection', 'data visualization', 'Machine', 'Collections', 'Data']"
Data Scientist,4-9 Yrs ,20-35 Lacs PA ,,Responsibilities• Develop predictive models using supervised and unsupervised machine l...,"['NLP', 'Natural Language Processing', 'Deep Learning', 'Data', 'Process', 'Processing', 'Languages']"
Data Scientist,2-7 Yrs ,Not disclosed ,,Proficient in use of Python for manipulating data and drawing insights from data setsBT...,"['data science', 'Python', 'Data', 'Science']"
Associate Data Scientist,2-7 Yrs ,Not disclosed ,,Required Experience . Strong track record in AI / ML publications in renowned scientifi...,"['Computer science', 'Text mining', 'Computer vision', 'Image processing', 'Artificial Intelligence', 'Machine learning', 'Life sciences', 'Bioinformatics']"
Data Scientist,4-8 Yrs ,Not disclosed ,,"to draw insights from large data sets . 3+ years experience in Python development, pref...","['IT services', 'Automation', 'Managed services', 'GIT', 'Linux', 'Enterprise applications', 'Machine learning', 'HIPAA']"
Data Scientist,1-3 Yrs ,Not disclosed ,,. Key skills required . Solid experience with Natural Language Processing (NLP): . Expe...,"['deep learning', 'Data analysis', 'Machine learning', 'Data collection', 'HTML', 'Natural language processing', 'Apache', 'SQL']"
Data Scientist,3-8 Yrs ,Not disclosed ,,He / she should be able to mentor junior or associate data scientists / interns He / sh...,"['Computer vision', 'Marketing analytics', 'data science', 'Risk analytics', 'Analytical', 'Demand forecasting', 'Consulting', 'Natural language processing']"
Data Scientist,4-8 Yrs ,Not disclosed ,,"Experience in fine-tuning pre-trained models like BERT, and ELECTRA for downstream task...","['Training', 'Computer vision', 'Matrix', 'Architecture', 'Packaging', 'model development', 'Deployment', 'Downstream']"
Data Scientists,3-7 Yrs ,Not disclosed ,,Experience:Multiple open positions for candidates between 0 and 5 years of experienceEd...,"['Computer vision', 'Medical imaging', 'Linux', 'data science', 'Neural networks', 'Machine learning', 'Programming', 'Manager Technology']"
Data Scientist,4-7 Yrs ,Not disclosed ,,Research and develop statistical learning models for data analysis Collaborate wi...,"['Product management', 'Data analysis', 'Database', 'Manager Technology', 'Research', 'Project design', 'Technology', 'Project']"
Data Scientist,4-8 Yrs ,Not disclosed ,,Working experience with different AI frameworks . Past experience of working in Entity ...,"['Training', 'deep learning', 'Backend', 'Linux', 'Artificial Intelligence', 'Machine learning', 'Transformers', 'Deployment']"
Data Scientist,3-5 Yrs ,Not disclosed ,,Experience with NLP data models and libraries . Good understanding of entity extraction...,"['Training', 'data science', 'Machine learning', 'Data collection', 'Programming', 'Data quality', 'Natural language processing', 'data visualization']"
Senior Data Scientist,6-11 Yrs ,Not disclosed ,,". . . . Must have : . Regression, PythonExperience in leading & coaching a sizeable tea...","['analytical', 'line', 'random forest', 'inventory', 'trees', 'sql', 'deep learning', 'data science']"
Data Scientist - Sr. Consultant level,4-9 Yrs ,Not disclosed ,,Basic Qualifications: 8+ years of relevant work experience with a Bachelor s Degree or ...,"['Unix', 'Automation', 'Linux', 'Data structures', 'Perl', 'Business intelligence', 'Troubleshooting', 'Open source']"
Data Scientist,4-9 Yrs ,Not disclosed ,,"SUMMARY As a Data Scienctist, you will work on a broad range of cutting-edge data analy...","['algorithms', 'python', 'customer analytics', 'data analytics', 'analytical', 'excel powerpoint', 'sql', 'excel']"
Data Scientist,2-4 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to add...","['advanced analytics', 'Automation', 'Operations research', 'digital analytics', 'Sales', 'Excel', 'data science', 'Econometrics']"
Data Scientist,2-6 Yrs ,Not disclosed ,,". Bachelorsdegree in a related field (e.g., Computer Science, Statistics, Mathematics, ...","['Data analysis', 'data science', 'Analytical', 'Machine learning', 'Downstream processing', 'power bi', 'Predictive modeling', 'Statistics']"
Staff Data Scientist,5-8 Yrs ,Not disclosed ,,Qualifications . PhD with >5 years of relevant experience / 4-year bachelor s degree wi...,"['Computer science', 'Computer vision', 'Prototype', 'Networking', 'Neural networks', 'Consulting', 'Machine learning', 'Continuous improvement']"
MACHINE LEARNING / DATA SCIENCE TRAINER,2-5 Yrs ,Not disclosed ,,"Data Science, Machine Learning, Python, Training, Trainer, Tableau, Deep learning, NL...","['Training', 'deep learning', 'tableau', 'data science', 'Coding', 'Analytical', 'Machine learning', 'Subject Matter Expert']"
Senior Data Scientist,6-11 Yrs ,Not disclosed ,,"Excellent coding skills in python, SQL, Understanding of cloud services preferably AWS ...","['Data analysis', 'Data validation', 'data science', 'Cloud Services', 'Machine learning', 'Data quality', 'Statistics', 'SQL']"
Consultant- Data Scientist,2-6 Yrs ,Not disclosed ,,"Hands on experience on any relational databases such as SQL, Sybase, Oracle or other do...","['Procurement', 'Supply chain', 'Machine learning', 'Oracle', 'SyBase', 'Client management', 'Monitoring', 'SQL']"
Data Scientist,3-7 Yrs ,Not disclosed ,,"Some of the problem areas are Insights across drivers, truck owners, and shippers Risk ...","['deep learning', 'Operations research', 'Image processing', 'data science', 'Machine learning', 'Programming', 'Sensors', 'Route planning']"
Lead Data Scientist,4-9 Yrs ,Not disclosed ,,Hands-on AI/ML modeling experience of complex datasets combined with a strong unders...,"['Supply chain management', 'Business analysis', 'GCP', 'Agile', 'Siemens', 'HTML', 'high performance computing', 'data visualization']"
STAFF DATA SCIENTIST,9-10 Yrs ,Not disclosed ,,". Drive innovation in approach, method, practices, process, outcome, delivery, or any c...","['Procurement', 'data science', 'Analytical', 'Consulting', 'Machine learning', 'Agile', 'Operations', 'Information technology']"
Research Scientist,2-5 Yrs ,Not disclosed ,,". Strong background in Deep Learning, with proficiency in sequential and heterogenous d...","['Computer science', 'C++', 'Prototype', 'Coding', 'Data modeling', 'Artificial Intelligence', 'Machine learning', 'Signal processing']"
Data Scientist,6-10 Yrs ,Not disclosed ,,We are proud to be certified as a #GreatPlacetoWork for the third time in a row along w...,"['Data Scientist', 'Predictive Modeling', 'Artificial Intelligence', 'Natural Language Processing', 'Al', 'Machine Learning', 'Deep Learning', 'Customer Engagement']"
Lotus Interworks - Data Scientist,1-5 Yrs ,Not disclosed ,,- 1+ years of experience on Data science projects.- Exp querying databases and using st...,"['Data science', 'Java', 'ggplot', 'data analysis', 'C', 'Periscope', 'Tableau', 'Business Objects']"
"Lead, Data Scientist",8-11 Yrs ,Not disclosed ,,. Technical skills required: . Advanced understanding of statistics is a must - at leas...,"['Logistic regression', 'Retail', 'data science', 'linear regression', 'Agile', 'power bi', 'Scrum', 'Continuous improvement']"
"Lead, Data Scientist",8-11 Yrs ,Not disclosed ,,"Expertise in tools required to execute a data science project - SQL, Python, ML algorit...","['Logistic regression', 'Retail', 'data science', 'linear regression', 'Agile', 'power bi', 'Scrum', 'Continuous improvement']"
"Lead, Data Scientist",8-11 Yrs ,Not disclosed ,,Experience in building and scaling Machine Learning systems on cloud (preferable AWS) ....,"['Supply chain', 'Retail', 'GIT', 'data science', 'Machine learning', 'Open source', 'AWS', 'Monitoring']"
"Lead, Data Scientist",2-11 Yrs ,Not disclosed ,,Experience in building and scaling Machine Learning systems on cloud (preferable AWS) ....,"['Supply chain', 'Retail', 'GIT', 'data science', 'Machine learning', 'Open source', 'AWS', 'Monitoring']"
Staff Data Scientist I,9-12 Yrs ,Not disclosed ,,Embark on a leadership role within the Blue Yonder Data Science and Machine Learning...,"['deep learning', 'GIT', 'GCP', 'Machine learning', 'Data structures', 'Apache', 'Monitoring', 'SQL']"
DATA SCIENTIST,2-5 Yrs ,Not disclosed ,,DATA SCIENTIST,['Data Scientist']
Lead Data Scientist,6-11 Yrs ,Not disclosed ,,"Proven experience as a Data Scientist, with 5 years of practical experience in data ana...","['C++', 'Data analysis', 'Machine learning', 'Agile', 'JIRA', 'Financial services', 'SQL', 'Python']"
Senior Software Consultant,3-8 Yrs ,Not disclosed ,,"The CI Data - Sourcing function identifies, acquires, and onboards the data required to...","['MySQL', 'PHP', 'Web Scraping', 'Python', 'Api Integration', 'Senior', 'Web technologies', 'API']"
Lead - Data Scientist,8-10 Yrs ,Not disclosed ,,This may involve extending working hours to align with US teams and actively participat...,"['Data analysis', 'Project management', 'Business intelligence', 'JIRA', 'Project delivery', 'Stakeholder management', 'Analytics', 'SQL']"
Data Scientist,3-7 Yrs ,Not disclosed ,,Experience running platform experiments and techniques like A / B testing . Along with ...,"['Data analysis', 'data science', 'Coding', 'Machine learning', 'SCALA', 'SPSS', 'Operations', 'Analytics']"
Data Scientist,3-7 Yrs ,Not disclosed ,,Collaborate with Business and IT teams Data mining or extracting usable data fr...,"['Usage', 'Machine learning', 'Data collection', 'SAGE', 'Data mining', 'Digital marketing', 'big data', 'Analytics']"
Data Scientist,2-6 Yrs ,Not disclosed ,,Day to Day: - This clients Data Science team is composed of 5 full-time data scientists...,"['Prototype', 'GIT', 'Claims', 'data science', 'Analytical', 'Machine learning', 'Agile', 'Statistics']"
Senior Data Scientist,5-9 Yrs ,Not disclosed ,,Knowledge of Agile methodologies. What we look for beyond required skills Shape and inf...,"['Microstrategy', 'MS SQL', 'SAP', 'Db2', 'MySQL', 'Agile', 'Oracle', 'Teradata']"
Data Solutions,2-5 Yrs ,Not disclosed ,,"Data Collection: Gather and collect data from various sources, including databases, A...","['Data analysis', 'NoSQL', 'Data modeling', 'data security', 'Machine learning', 'Data collection', 'data governance', 'Data quality']"
Data Scientist,2-5 Yrs ,Not disclosed ,,The candidate should have familiarity with data extraction and processing from differen...,"['tableau', 'SAS', 'Machine learning', 'microsoft azure', 'model development', 'QlikView', 'Open source', 'Analytics']"
Data Scientist,3-6 Yrs ,Not disclosed ,,Demonstrated drive to learn and master new technologies and techniques . At least 3 yea...,"['Computer science', 'Data management', 'Business analytics', 'Analytical', 'Consulting', 'Machine learning', 'Data mining', 'Business intelligence']"
Data Scientist,1-4 Yrs ,Not disclosed ,,What you should have: . 1-4 years of experience . A bachelors or equivalent degree is m...,"['Data analysis', 'Machine learning', 'Healthcare', 'SQL', 'Logistics', 'Python', 'Analysis', 'Machine']"
Data Scientist,1-4 Yrs ,Not disclosed ,,"Masters in statistics, mathematics or any other masters with very good analytical skill...","['Analytical skills', 'deep learning', 'Risk assessment', 'Investment strategies', 'Programming', 'Mathematics', 'Risk management', 'Forecasting']"
Data Scientist,3-7 Yrs ,Not disclosed ,,"Shift Timings: 2 pm - 11 pm . Design, Build and implement machine learning, statistica...","['big data analytics', 'Machine learning', 'Data collection', 'Data analytics', 'Data mining', 'big data', 'Operations', 'Analytics']"
Data Scientist,3-7 Yrs ,Not disclosed ,,"Qualifications and Skills . Masters / PhD in Biomedical Informatics, Statistics, Comput...","['Computer science', 'Automation', 'Analytical', 'Machine learning', 'Natural language processing', 'data visualization', 'biomedical', 'SQL']"
Data Scientist,1-3 Yrs ,Not disclosed ,,"In this role, you should be highly analytical with a knack for analysis, math and stati...","['C++', 'Operations research', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'data visualization', 'Business intelligence', 'Statistics']"
Specialist Data Scientist,4-6 Yrs ,Not disclosed ,,"This person will join a small, but very fast growing and innovative start-up team at th...","['Computer science', 'Business communication', 'Data analysis', 'Data modeling', 'Analytical', 'Market research', 'Econometrics', 'Forecasting']"
Data Scientist - AI/ML,2-7 Yrs ,8-15 Lacs PA ,,"Experience working with AI / ML based implementations Experience with Scikit-Learn, Spa...","['Artificial Intelligence', 'Machine Learning', 'Deep Learning', 'Data Visualization', 'Data Modeling', 'Spark Mllib', 'Power Bi', 'Hypothesis Testing']"
Sr Data Scientist,5-10 Yrs ,Not disclosed ,,"Expert in at least one of the deep learning frameworks such as PyTorch, MxNet, or Tenso...","['IT services', 'SAN', 'deep learning', 'Head Business Development', 'SOC', 'Machine learning', 'Maya', 'SMS']"
Data Scientist,4-9 Yrs ,6-16 Lacs PA ,,"Skilled in Machine Learning, Data Acquisition, Data Validation, Predictive Modeling, Da...","['Data Validation', 'Machine Learning', 'SQL', 'Data Science', 'Python', 'Predictive Modeling', 'Pyspark', 'Data Wrangling']"
