job_title,experience,salary,location,job_description,tech_stack
Data Scientist,3-6 Yrs ,Not disclosed ,,We are seeking an experienced data scientist to join our team. The ideal candidate wil...,"['Data Science', 'analytical', 'machine learning', 'Python', 'Machine Learning Algorithms', 'aws', 'Algorithms', 'Data']"
Associate Data Scientist,1-4 Yrs ,Not disclosed ,,Completing small Data Science tasks under the guidance of more experienced members of ...,"['Supply chain', 'Business services', 'Computer vision', 'Prototype', 'agile project management', 'Analytical', 'Machine learning', 'microsoft']"
"Manager Data Science, Fintech",2-6 Yrs ,Not disclosed ,,Experience in a payments related industry or role a big plus . 6+ years of relevant wor...,"['Career development', 'Data analysis', 'data science', 'Machine learning', 'Data quality', 'Forecasting', 'Analytics', 'Recruitment']"
Data Scientist,2-4 Yrs ,Not disclosed ,,". ME, B Tech, BE in Computer Science or related disciplineExperience with Natural Langu...","['Product management', 'Computer science', 'Machine learning', 'Radiology', 'Programming', 'Healthcare', 'Natural language processing', 'Recruitment']"
Data Scientist,6-11 Yrs ,Not disclosed ,,At least 3 years industry experience in one or more full-time Data Science / ML role . ...,"['deep learning', 'PDF', 'data science', 'spark', 'Deployment', 'Pattern recognition', 'AWS', 'Analytics']"
Data Scientist,3-6 Yrs ,Not disclosed ,,"Organized, structured and reliable while being an effective problem solver . 3-6 years ...","['R', 'Sas', 'Project Management', 'Data Scientist', 'Big Data', 'Individual Contributor', 'Analytics', 'Python']"
Lead Data Scientist,5-11 Yrs ,Not disclosed ,,"Lead and mentor a team of data scientists, providing guidance, support, and technical e...","['Analytical', 'Machine learning', 'Healthcare', 'Data quality', 'Customer service', 'Monitoring', 'Financial services', 'CRM']"
Senior Machine Learning & AI Engineer (Generative AI),2-5 Yrs ,Not disclosed ,,"2+ years experience in AI, NLP (GPT 5), and ML7+ years experience in Scala or Python fo...","['Hospitality', 'NoSQL', 'Machine learning', 'SCALA', 'Data structures', 'Healthcare', 'Monitoring', 'SQL']"
Model Operations Engineering II,4-6 Yrs ,Not disclosed ,,Bachelor s in computer science or Masters in any relevant engineering field . . . Exper...,"['Engineer II', 'Computer science', 'Maven', 'GIT', 'Powershell', 'Machine learning', 'Virtualization', 'Forecasting']"
Data Scientist,12-22 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['Product management', 'Change management', 'Team management', 'Business analysis', 'MIS', 'Project management', 'Consulting', 'Risk management']"
Machine Learning Engineer,2-3 Yrs ,Not disclosed ,,"3 years of experience . Strong engineering skills: experience in OOP, Design Patterns, ...","['Solution architecture', 'Training', 'SAN', 'deep learning', 'data science', 'GCP', 'Machine learning', 'Data collection']"
Data Scientist,5-10 Yrs ,12-20 Lacs PA ,,"The ideal candidate should have a strong background in data analysis, statistics, and m...","['Data Analysis', 'Statistical Modeling', 'Statistical', 'Data Visualization', 'Machine Learning', 'Model Monitoring', 'Data Integration', 'Analysis']"
"NLP , Data Scientist",4-6 Yrs ,Not disclosed ,,"Bachelors or Master s degree in Computer Science, Statistics, Information Technology, o...","['Computer science', 'Pharma', 'Analytical', 'Machine learning', 'Agile', 'Healthcare', 'Life sciences', 'Analytics']"
"Knowledge Graph , Data Scientist",3-5 Yrs ,Not disclosed ,,"Experience with KG platform and graph database management tools, e.g., Neo4jExperience ...","['Computer science', 'Pharma', 'Analytical', 'Machine learning', 'Agile', 'Healthcare', 'Life sciences', 'Operations']"
"Deep Learning , Data Scientist",3-5 Yrs ,Not disclosed ,,Experience in building models from scratch and working with structured and unstructured...,"['Computer science', 'Pharma', 'Analytical', 'Machine learning', 'Agile', 'Healthcare', 'Life sciences', 'Operations']"
Data Scientist,2-5 Yrs ,Not disclosed ,,"Experience with analysis on large scale datasets . Strong problem solving, programming ...","['Computer science', 'Machine learning', 'Hadoop', 'Packaging', 'Programming', 'Mathematics', 'Research', 'Data mining']"
Data Scientist,5-10 Yrs ,Not disclosed ,,Experience creating and using advanced machine learning algorithms and statistics: regr...,"['Simulation', 'Coding', 'Neural networks', 'Analytical', 'Agile development', 'Machine learning', 'Predictive modeling', 'Data mining']"
Data Scientist,5-10 Yrs ,Not disclosed ,,Any Masters degree in the field of Statistics / Mathematics / Computer Science / Engine...,"['Computer science', 'hive', 'Usage', 'NoSQL', 'data science', 'query', 'MongoDB', 'Data mining']"
Python Data Scientist,2-5 Yrs ,Not disclosed ,,Bachelors or Masters degree in Computer Science / Computer Applications / Informa...,"['Computer science', 'Usage', 'tableau', 'Neural networks', 'Analytical', 'Predictive modeling', 'Data quality', 'Data mining']"
Senior Data scientist DS Engineering,4-6 Yrs ,Not disclosed ,,3+ years of relevant data and ML engineering experience . Experience in developing and ...,"['data governance', 'Manager Technology', 'Automation systems', 'engineering', 'data', 'automation', 'technology management', 'system']"
Feasibility Data Scientist,4-8 Yrs ,Not disclosed ,,Assume leadership role in supporting preferred site relationships,"['Assurance', 'Usage', 'Process improvement', 'Analytical', 'Clinical research', 'Research', 'informatics', 'Analytics']"
"Senior Data Scientist, Payments",4-6 Yrs ,Not disclosed ,,". Masters or PhD in a quantitative field (economics, computer science, physics, mathema...","['Computer science', 'Data analysis', 'data science', 'Business analysis', 'Genetics', 'Bioinformatics', 'Testing', 'SQL']"
Data Scientist,3-6 Yrs ,Not disclosed ,,Tata Business Hub is looking for a competent Data Scientist who will be responsible for...,"['data science', 'Analytical', 'Machine learning', 'data visualization', 'Business intelligence', 'Data mining', 'Analytics', 'SQL']"
Data Scientist,6-9 Yrs ,Not disclosed ,,". You should be a Seasoned machine learning and data mining enthusiast, proficient in a...","['data science', 'Machine learning', 'Siemens', 'HTML', 'Data mining', 'Business intelligence', 'Operations', 'Analytics']"
Data Scientist,4-7 Yrs ,Not disclosed ,,"Experience on different python libraries like Opencv, Tensorflow, Keras, Numpy, Pandas,...","['Tensorflow', 'Opencv', 'Text mining', 'Image processing', 'Python', 'text analytics', 'Analytics', 'Process']"
Python Data Scientist,4-8 Yrs ,30-45 Lacs PA ,,Candidates must be willing to overlap PST by 5 hours 4+ years of experience as a data s...,"['data scientist', 'Python programming', 'spoken and written English', 'sql', 'Spoken english', 'English', 'Writing', 'Data']"
Assistant CMI Manager - Data Scientist,2-6 Yrs ,Not disclosed ,,"Beyond data science, a good hang of . statistical knowledge . and optimization . techni...","['data science', 'Coding', 'Machine learning', 'data visualization', 'Digital marketing', 'Econometrics', 'Open source', 'Analytics']"
Data Scientist- IT Manager,4-7 Yrs ,Not disclosed ,,"Role Requirements . Bachelors in a quantitative field (Operation Research, Computer Sci...","['Unix', 'Supply chain', 'C++', 'data science', 'Linux', 'Data management', 'Analytical', 'FMCG']"
Senior Data Scientist,4-7 Yrs ,Not disclosed ,,"Experience in extracting data / information, through complex semi-structured and unstru...","['Neural networks', 'Business analytics', 'MySQL', 'Machine learning', 'Data collection', 'Data structures', 'Information retrieval', 'market data']"
Sr. Data Scientist,10-12 Yrs ,Not disclosed ,,. Bachelors (Full time) or Master degree in computer science / Statistics/Applied Mathe...,"['Supply chain', 'Automation', 'GCP', 'Neural networks', 'FMCG', 'Forecasting', 'SQL', 'Python']"
Principal Statistical Data Scientist,7-11 Yrs ,Not disclosed ,,Demonstrate experience wor . king as part of a software development team and fundamenta...,"['Statistical programming', 'Programming', 'SDLC', 'Principal', 'Statistics', 'Program', 'Data']"
Data Scientist - Graph Analytics,3-7 Yrs ,Not disclosed ,,"Strong data fundamentals and demonstrated ability to organize, clean, schematize and pr...","['Computer science', 'Machine learning', 'Schema', 'SCALA', 'Agile', 'HTML', 'Business intelligence', 'Data mining']"
Sr Principal Data Scientist,12-18 Yrs ,Not disclosed ,,. 12 to 18 years of industry working experience with expertise in data science and anal...,"['C++', 'Automation', 'Data analysis', 'metadata', 'Linux', 'Product service', 'Project management', 'Analytical']"
Data Science - Senior Data Scientist,4-9 Yrs ,Not disclosed ,,. Fine tune the learnt models for downstream applications related to better understandi...,"['Object oriented design', 'Machine learning', 'Data structures', 'Application development', 'Analytics', 'Monitoring', 'Financial services', 'SQL']"
Data Scientist II,2-7 Yrs ,Not disclosed ,,"Advanced Excel knowledge . Good experience with one or more databases like Redshift, Po...","['Data analysis', 'Web analytics', 'Analytical', 'MySQL', 'Oracle', 'Data mining', 'Business intelligence', 'Continuous improvement']"
Artificial Intelligence/LLM Intern/Fresher (Remote/WFH),0-1 Yrs ,1-2 Lacs PA ,,Automating important infrastructure for the data science team Fresher with training exp...,"['Artificial Intelligence', 'Data Scientist', 'AI', 'LLM', 'Machine Learning', 'Python', 'Intelligence', 'Data']"
Data Scientist: Artificial Intelligence,3-7 Yrs ,Not disclosed ,,"Your Role and ResponsibilitiesWork with broader team to build, analyze and improve the ...","['IVR', 'Enterprise applications', 'Artificial Intelligence', 'Open source', 'Java', 'dynamo db', 'Cloud', 'Programming']"
Lead Data Scientist - Customer Success,4-9 Yrs ,Not disclosed ,,Technical Expertise Customer Success: [TBD] . Data Management Skills: Proficient in one...,"['Automation', 'Data analysis', 'data science', 'Sales operations', 'Customer retention', 'Business strategy', 'Oracle', 'Business intelligence']"
Data Science Engineer_4 - 8 years_Hyderabad/Noida_Early Joiners,4-9 Yrs ,12-22 Lacs PA ,,Must have relevant working experience in an analytical role involving data extraction a...,"['python', 'sql', 'r', 'Non Linear Analysis', 'AI', 'Regression', 'hike', 'Ml Algorithms']"
Senior Data Scientist,8-12 Yrs ,Not disclosed ,,"Must Have Technical expertise. Strong Experience with SQL, Python, Machine Learning and...","['SQL', 'analytics reporting', 'python', 'data extraction', 'machine learning', 'Senior', 'Analytics', 'Data']"
Senior Data Scientist,8-12 Yrs ,Not disclosed ,,"Statistic, Data Science)/MBA/ BE/ MCA / MTech/BTech . Certification in DS is a must Ski...","['Computer vision', 'Data analysis', 'SAS', 'data science', 'Analytical', 'Machine learning', 'Predictive modeling', 'Business intelligence']"
Data scientist,2-6 Yrs ,Not disclosed ,,"1. Dataprocessing, cleaning and validating the integrity of data to b...","['Data analysis', 'Usage', 'Machine learning', 'Investigation', 'Data', 'Machine', 'Analysis']"
Data scientist - Lead,3-8 Yrs ,Not disclosed ,,"1. Dataprocessing, cleaning and validating the integrity of data to b...","['Data analysis', 'Usage', 'Machine learning', 'Investigation', 'Data', 'Machine', 'Leadership', 'Analysis']"
Data Scientist - Phd only,0-2 Yrs ,12-15 Lacs PA ,,"Bachelor Accommodation providedCandidate should be a self-motivated, independent, detai...","['Natural Language Processing', 'Phd', 'Deep Learning', 'Data Science', 'Languages', 'Process', 'Science', 'Data']"
Data Scientist,2-5 Yrs ,Not disclosed ,,. - Thorough understanding and experience of Supervised and Unsupervised Machine learni...,"['Automation', 'NoSQL', 'Analytical', 'Machine learning', 'Agile', 'Data processing', 'Power supply', 'Python']"
"Senior Associate, Principal Statistical Data Scientist",7-11 Yrs ,Not disclosed ,,"Explore the existing code base and execute / perform runs as . required . ., also devel...","['Statistical programming', 'CRO', 'SAS', 'Pharma', 'Clinical trials', 'Mentor', 'Management', 'clinical data']"
Data Science - Senior Data Scientist,3-6 Yrs ,Not disclosed ,,"6 years of experience in credit risk model development, validation, and monitoringExper...","['Data analysis', 'EDC', 'Risk assessment', 'risk modeling', 'Machine learning', 'Data processing', 'model development', 'Financial services']"
Lead Data Scientist,8-13 Yrs ,15-20 Lacs PA ,,"Qualifications, Skills, and background . Bachelors degree in Economics, Computer Scienc...","['Pandas', 'data scientist', 'Machine Learning', 'MATLAB', 'Python', 'Data Science', 'Artificial Intelligence', 'Deep Learning']"
Staff Data Scientist (MLE),8-9 Yrs ,Not disclosed ,,"Follow industry best practices, stay up to date with and extend the state of the art in...","['Computer science', 'Networking', 'Coding', 'Consulting', 'Troubleshooting', 'Information technology', 'Distribution system', 'Analytics']"
DS - NLP Expert,4-9 Yrs ,Not disclosed ,,ob Description :Inviting applications for the role of a Text Mining/NLP - Data Science...,"['Natural Language Processing', 'Nltk', 'Rnn', 'Lstm', 'LLMs', 'Artificial Intelligence', 'Text Mining', 'bert']"
Generative AI Expert,6-11 Yrs ,Not disclosed ,,"Expert level of understanding of NLP, NLU and Machine learning / Deep learning methods....","['Generative AI', 'LLM', 'Predictive Modeling', 'Natural Language Processing', 'Computer Vision', 'Machine Learning', 'Computer', 'Machine']"
Data Scientist - Manager/Sr. Manager,8-13 Yrs ,20-35 Lacs PA ,,We are looking for data scientists responsible for solving business problems like forec...,"['Neural Networks', 'Machine Learning', 'Python', 'Data Science', 'R', 'Advanced Analytics', 'Statistical Modeling', 'Management']"
Data Scientist III,5-9 Yrs ,Not disclosed ,,. Bachelors . with > . 5 . years of relevant experience . OR Masters . with > . 3 . yea...,"['Supply chain', 'Networking', 'Web analytics', 'Analytical', 'Machine learning', 'Business solutions', 'Forecasting', 'Information technology']"
Opportunity | Data Scientist | Tavant India,7-12 Yrs ,Not disclosed ,,6+ years of relevant experience in Data Science Experience in developing production-lev...,"['python', 'NLP', 'machine learning', 'Data', 'Machine', 'Natural language processing']"
Data Scientist Senior,5-10 Yrs ,Not disclosed ,,"We are looking for strong and recognized experts in NLP and generative AI, to help...","['Performance tuning', 'Automation', 'Enterprise applications', 'Configuration management', 'Distribution system', 'Monitoring', 'Financial services', 'CRM']"
Senior Data Scientist,4-9 Yrs ,Not disclosed ,,"Solid foundation in Computer Science, with a bachelor s or master s degree in computer ...","['Computer science', 'Data analysis', 'GIT', 'HP data protector', 'Machine learning', 'Agile', 'Data structures', 'JIRA']"
Data Scientist - ML,5-7 Yrs ,Not disclosed ,,"Experience in working with AWS cloud environments and large databases e.g., AWS Redshif...","['Computer science', 'Version control', 'Pharma', 'Analytical', 'Machine learning', 'Agile', 'Healthcare', 'Life sciences']"
Senior Data Scientist,2-4 Yrs ,Not disclosed ,,Explore new design or technology shifts in order to determine how they might connect wi...,"['Data Scientist', 'python', 'Hive', 'nlp', 'data mining', 'SparkSQL', 'statistical modeling', 'text mining']"
AVP_Data Scientist,7-12 Yrs ,Not disclosed ,,Masters with 6+ years of professional experience in fields that include but not exhaust...,"['Data Science', 'Python', 'Machine Learning', 'Modeling', 'Data', 'Machine', 'Science']"
Data Scientist,5-10 Yrs ,Not disclosed ,,"Proficiency in programming languages like Python, R, SQL, and PySpark is a must. .","['Data Science', 'Natural Language Processing', 'Machine Learning', 'Deep Learning', 'Python', 'R', 'Data', 'Languages']"
Senior Data Scientist,5-10 Yrs ,Not disclosed ,,Experience on collecting business requirementsand traduce it into solution designs . ex...,"['Business services', 'Operations research', 'SAP', 'Version control', 'GIT', 'data science', 'Analytical', 'Business process management']"
Data Scientist,4-9 Yrs ,Not disclosed ,,"Recently acquired Masters or PhD in Computer Science, Electrical Engineering, Optimizat...","['C++', 'Dicom', 'Medical imaging', 'Artificial Intelligence', 'Machine learning', 'Healthcare', 'Management', 'Python']"
Data Scientist,2-6 Yrs ,Not disclosed ,,good German skills are desirable . With your ability to apply analytical rigor and stat...,"['Data analysis', 'SAS', 'Machine learning', 'Healthcare', 'German', 'Customer service', 'Teradata', 'Data mining']"
Senior Data Scientist,5-8 Yrs ,Not disclosed ,,"While a broad data science technical background is required, the role will benefit from...","['Supply chain', 'Operations research', 'data science', 'Data management', 'Project management', 'Information management', 'Resource management', 'Forecasting']"
Data Scientist,8-13 Yrs ,Not disclosed ,,"Graduate in Engineering, Technology along with good business skills Experience with JIR...","['NoSQL', 'Natural Language Processing', 'Machine Learning', 'Python', 'Data Science', 'Azure', 'MLOps', 'Large Language Model']"
Sr . Data Scientist / Manager,7-10 Yrs ,Not disclosed ,,". You should be comfortable managing work plans, timelines and milestones . You have a ...","['customer analytics', 'Social media', 'Agile', 'Customer service', 'Data mining', 'Analytics', 'SQL', 'Python']"
Data Scientist,3-7 Yrs ,Not disclosed ,,". You should be comfortable managing work plans, timelines and milestones . You have a ...","['customer analytics', 'Social media', 'Agile', 'Customer service', 'Data mining', 'Analytics', 'SQL', 'Python']"
Data Scientist III,4-9 Yrs ,Not disclosed ,,To Understand the appropriate data set required to develop simple models by developing ...,"['Cloud computing', 'C++', 'Data analysis', 'Enterprise architecture', 'Coding', 'SEZ', 'Information technology', 'Monitoring']"
Data Science Expert,3-4 Yrs ,Not disclosed ,,Experience with Docker and Kubernetes. . Ability to build MLOps pipelines. . Good under...,"['Data Science', 'Machine Learning', 'Python', 'Data', 'Machine', 'Science']"
Data Scientist,3-8 Yrs ,Not disclosed ,,". Bachelors or Masters degree in computer science, statistics, mathematics, or a relate...","['Computer science', 'deep learning', 'spark', 'Machine learning', 'Hadoop', 'Programming', 'Manager Technology', 'big data']"
Data Scientist,7-9 Yrs ,Not disclosed ,,"Knowledge of deployment, monitoring and managing machine learning models - should have ...","['Text mining', 'GCP', 'Analytical', 'Machine learning', 'Cosmos', 'Forecasting', 'Monitoring', 'Analytics']"
Principal Statistical Data Scientist,7-11 Yrs ,Not disclosed ,,"Explore the existing code base and execute / perform runs as required, also develop / m...","['QC', 'SAS R', 'Programming', 'Development Lead', 'Mentor', 'Principal', 'Python', 'Data']"
Data Scientist,2-7 Yrs ,Not disclosed ,,"Masters in Data Science, Computer Science, Electrical Engineering, Applied math, Mechan...","['Data Science', 'Predictive Modeling', 'python', 'Statistical Modeling', 'mathematical programming', 'Predictive', 'Science', 'Data']"
Data Scientist Computer Vision& Data Scientist Satellite Image Process,2-7 Yrs ,7-10 Lacs PA ,,"Minimum 2+ years experience in deep learning / machine learning technologies, tools and...","['Image Processing', 'Computer Vision', 'Python', 'Processing', 'Process', 'Computer', 'Satellite', 'Vision']"
Data Scientist: Advanced Analytics,8-12 Yrs ,Not disclosed ,,"Required Technical and Professional Expertise . Skillset: Amazon Connect, Amazon Lex, A...","['Amazon Kinesis', 'Open source', 'Amazon DynamoDB', 'Python', 'AWS Lambda', 'Polly', 'Quick Sight', 'AWS CloudWatch']"
Data Scientist,2-4 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['Machine learning', 'Data collection', 'data visualization', 'Collections', 'Machine', 'Data']"
Data Scientist - Machine Learning,2-7 Yrs ,Not disclosed ,,"Bachelor or masters degree in Engineering, Computer Science, Operational Research, Stat...","['Computer science', 'Operations research', 'data science', 'Bfsi', 'Network analysis', 'Machine learning', 'Social networking', 'Natural language processing']"
Principal Data Scientist,4-8 Yrs ,Not disclosed ,,"Qualifications: . A Masters or advanced degree in Data Science, Computer Science, Stati...","['Analytical', 'Machine learning', 'Predictive modeling', 'Natural language processing', 'Principal', 'SQL', 'Python', 'Auditing']"
Data Scientist I ( SE - 1 ),1-5 Yrs ,Not disclosed ,,As an Data Scientist you will develop highly scalable services by analyzing various typ...,"['NoSQL', 'GCP', 'Django', 'Machine learning', 'Programming', 'System design', 'test driven development', 'Distribution system']"
Senior Statistical Data Scientist,5-8 Yrs ,Not disclosed ,,. Accountable for the quality and . timely . delivery of datasets and displays . requir...,"['QC', 'Programming', 'debugging', 'Program', 'Data', 'Senior', 'Statistics']"
Junior Data Scientist,1-6 Yrs ,Not disclosed ,,Four-year college or university degree with focus on Business Administration or IT or r...,"['Business administration', 'Data analysis', 'Data modeling', 'Analytical', 'Brand marketing', 'Machine learning', 'data visualization', 'Analytics']"
Manager- ML Ops,4-9 Yrs ,Not disclosed ,,Experience in deploying & maintaining ML models in production reliably and efficiently ...,"['Computer science', 'Microstrategy', 'Automation', 'Consulting', 'Machine learning', 'Agile', 'Data quality', 'Monitoring']"
Data Scientists and ML Engineer,10-20 Yrs ,Not disclosed ,,We are looking for bright and passionate data scientists (10 years of professional ex...,"['Engineering services', 'C++', 'Product engineering', 'Analytical', 'Machine learning', 'System design', 'MATLAB', 'Automotive']"
Data Scientist,8-10 Yrs ,Not disclosed ,,Experience working with tight deadlines . Have suitable qualifications and industry cer...,"['Mining', 'Text mining', 'Logistic regression', 'Machine learning', 'Data mining', 'Open source', 'Continuous improvement', 'Forecasting']"
Agile Coach,8-10 Yrs ,Not disclosed ,,Experience working with tight deadlines . Have suitable qualifications and industry cer...,"['Mining', 'Text mining', 'Logistic regression', 'Machine learning', 'Data mining', 'Open source', 'Continuous improvement', 'Forecasting']"
Agile (SAFe) Coach,8-10 Yrs ,Not disclosed ,,Experience working with tight deadlines . Have suitable qualifications and industry cer...,"['Mining', 'Text mining', 'Logistic regression', 'Machine learning', 'Agile', 'Data mining', 'Open source', 'Forecasting']"
Principal Statistical Data Scientist,7-11 Yrs ,Not disclosed ,,"Explore the existing code base and execute / perform runs as . required . ., also devel...","['QC', 'SAS R', 'Programming', 'Development Lead', 'Mentor', 'Principal', 'Python', 'SAS']"
"Senior Associate, Data Scientist",2-3 Yrs ,Not disclosed ,,"Bachelors degree in STEM degrees, or equivalent work experience with experience preferr...","['asset servicing', 'Bloomberg', 'Finance', 'Diversity and Inclusion', 'Agile', 'Manager Technology', 'Asset management', 'Management']"
Data Scientist Opening with Birlasoft || Pune,3-8 Yrs ,Not disclosed ,,Job Description: Data ScientistCandidate with hands-on real-world project experience. ...,"['Data Science', 'Natural Language Processing', 'API', 'Docker Container', 'Computer Vision', 'Azure Machine Learning', 'Machine Learning', 'Deep Learning']"
"Associate, Data Scientist II",5-8 Yrs ,Not disclosed ,,Bachelors degree in a related discipline or at least 5 years of equivalent work experie...,"['business opportunity', 'Data analysis', 'data science', 'Hypothesis Testing', 'Technology leadership', 'Representative', 'Data analytics', 'Scientist II']"
Data Scientist,0-2 Yrs ,Not disclosed ,,"Educational Qualification: . BTech or Bachelor s degree in mathematics, statistics or c...","['Supply chain', 'Computer science', 'Data analysis', 'Business transformation', 'data science', 'Agile', 'Predictive modeling', 'Mathematics']"
Data Scientist II,3-7 Yrs ,Not disclosed ,,"Tableau, etc) . Strong skills and experience in applying Machine Learning algorithms to...","['Business process', 'data science', 'Analytical', 'Market intelligence', 'Machine learning', 'Marketing operations', 'Analytics', 'SQL']"
Data Architect/LDS,10-15 Yrs ,Not disclosed ,,Should have 10-15 years hands-on experience in algorithms and implementation ...,"['Data analysis', 'Semiconductor', 'Aerospace', 'Machine learning', 'Healthcare', 'Data mining', 'SQL', 'Python']"
Urgent opening For Senior Data Scientist - Hybrid mode,5-10 Yrs ,Not disclosed ,,"Role & responsibilities As a core member of the NLP team, you will research, prototype...","['langchain', 'Python', 'embedding', 'Data', 'Senior']"
Lead Data Scientist,6-11 Yrs ,Not disclosed ,,In the Data Science and Machine Leaning team at Cornerstone we are looking for solid ha...,"['Computer science', 'Usage', 'People development', 'Data management', 'Performance management', 'data science', 'GCP', 'Machine learning']"
Data Scientist,3-5 Yrs ,8-12 Lacs PA ,,Preferred candidate profile . 3 to 5 years experienced with Masters degree in Biotechno...,"['Data Science', 'Artificial Intelligence', 'Machine Learning', 'Data', 'Intelligence', 'Machine', 'Science']"
Operations Research Senior Data Scientist (FMCG/CPG Domain),10-14 Yrs ,Not disclosed ,,Proficiency in FMCG/CPG domain. Experience level : Total of 10 to 12 + years of experie...,"['Statistical analysis', 'Mathematics', 'Demand Forecasting', 'Statistics', 'Python', 'Operational Analytics', 'Market Mix Modelling', 'Operations Research']"
Data Scientist - TopAds,4-10 Yrs ,Not disclosed ,,"Bachelors in Math, Statistics, Computer science, or Engineering . Exposure to data scie...","['Cloud computing', 'Neural networks', 'Machine learning', 'Natural language processing', 'Financial services', 'SQL', 'Python', 'Recruitment']"
Data Scientist,4-8 Yrs ,Not disclosed ,,"Bachelor s or Master of Science Degree in Computer Science, or related field Required 5...","['deep learning', 'Coding', 'GCP', 'Cloud Services', 'Machine learning', 'Programming', 'Data structures', 'Natural language processing']"
Senior Analyst - Data Science,5-7 Yrs ,16-22.5 Lacs PA ,,Requirements. 5 to 8 years of relevant experience in Data Analytics / Data Science / Mo...,"['Model Validation', 'statistical modeling', 'GenAI', 'python', 'data validation', 'machine learning', 'Modeling', 'Data']"
Data Scientist - (From Microfinance Operations only),5-8 Yrs ,7-14 Lacs PA ,,The company is focused on providing micro-loans to women entrepreneurs with a focus on ...,"['Business Analytics', 'Analytics', 'Microfinance', 'Data Scientist', 'Quality Control', 'Business Intelligence', 'Power Bi', 'Analytical Skills']"
Senior Data Scientist,8-10 Yrs ,Not disclosed ,,"Bachelors, Master s or PhD degree in a related discipline (Mathematics, Statistics, Com...","['Machine Learning', 'Python', 'Data Science', 'Artificial Intelligence', 'Intelligence', 'Data', 'Machine', 'Science']"
Junior Data Scientist_ Pune,5-10 Yrs ,Not disclosed ,,"Machine Learning: Python, well versed with various machine learning algorithms and fram...","['Azure', 'data scientist', 'Tensorflow', 'Pytorch', 'data science', 'Pandas', 'Machine Learning', 'Scikit-Learn']"
Data Scientist,3-8 Yrs ,Not disclosed ,,". Strong implementation experience in Python - Data Structures, writing maintaining scr...","['Computer vision', 'deep learning', 'ESP', 'Opencv', 'Data structures', 'Transformers', 'Python', 'Vision']"
Data Scientist,4-9 Yrs ,Not disclosed ,,We are looking for evolutionary Data Scientists to join our Data Studio.Our expertise a...,"['Natural Language Processing', 'Cloud', 'Deep Learning', 'Python', 'Process', 'Languages', 'Processing', 'Data']"
Data Scientist- Marketing Analytics,4-8 Yrs ,Not disclosed ,,Skills and Experience- Must HavesThe ideal candidate should have the below credentials:...,"['Data science', 'Tableau Power BI', 'Business analytics', 'Advanced Excel', 'Python', 'Excel', 'Data', 'Analytics']"
Lead Data Scientist,6-10 Yrs ,Not disclosed ,,. Masters or bachelors degree in computer science or a related study or equivalent expe...,"['Data Science', 'NLP', 'GCP', 'PySpark', 'Machine Learning', 'AWS', 'TensorFlow', 'Data']"
Senior Data Scientist,4-8 Yrs ,Not disclosed ,,"In this role, you willWork on new initiatives for Machine Learning using conversational...","['Data Science', 'NLP', 'PyTorch', 'LSTM', 'GCP', 'PySpark', 'ML algorithms', 'Pandas']"
Sr. Data Scientist,6-11 Yrs ,Not disclosed ,,"As a core member of the NLP team, you will research, prototype, develop, de...","['Product management', 'SAN', 'Software design', 'Simulation', 'Open source', 'Data mining', 'Analytics', 'CRM']"
Data Scientist,1-2 Yrs ,1-5 Lacs PA ,,"Tech Wizard : Must know Python, NLP, and SQL like the back of your handa mustCloud Surf...","['NLP', 'Python', 'Data Scientist', 'Lifecycle Management', 'data structures', 'machine learning', 'AWS', 'SQL']"
Senior Data Scientist,10-15 Yrs ,Not disclosed ,,Proficiency in FMCG/CPG domain. Experience level : Total of 10 to 12 + years of experie...,"['Data Science', 'production', 'Market Mix Modelling', 'Price Optimization', 'Network Optimization', 'Machine Learning', 'Python', 'Modeling']"
Senior Data Scientist,7-12 Yrs ,Not disclosed ,,Mandatory Attribute:At least 5 years of relevant experience in data sciencePreferred ca...,"['Data Science', 'R', 'Machine Learning', 'Python', 'SQL', 'Cloud Platform', 'Cloud', 'Science']"
Data Scientist (M Tech),3-5 Yrs ,6-9 Lacs PA ,,"Candidate should be a self-motivated, independent, detail oriented, responsible team pl...","['Natural Language Processing', 'Phd', 'Deep Learning', 'Data Science', 'Data', 'Technical analysis', 'Languages', 'Processing']"
Lead Data Scientist ( Location- Mumbai ),5-9 Yrs ,Not disclosed ,,"Bachelors in Computer Science/ Engineering, Statistics, Math or related quantitative de...","['Python', 'SQL', 'Logistic Regression', 'predictive modeling', 'Machine Learning', 'communication skills', 'Modeling', 'Logistics']"
AL ML Senior Data Scientist (FMCG/CPG Domain),10-12 Yrs ,Not disclosed ,,Proficiency in FMCG/CPG domain. Experience level : Total of 10 to 12 + years of experie...,"['Statistical analysis', 'Mathematics', 'Demand Forecasting', 'Statistics', 'Operational Analytics', 'Heuristic Algorithm', 'Google Cloud Platform', 'Ecommerce Operations']"
Sr Data Scientist AL ML Senior Data Scientist (FMCG/CPG Domain),10-15 Yrs ,Not disclosed ,,No. of Positions : 2 Proficiency in FMCG/CPG domain. Experience level : Total of 10 to...,"['Statistical analysis', 'Mathematics-Statistics', 'Optimization', 'DNS', 'Analysis', 'SR', 'Data', 'Cpg']"
